city,lat,lng,country,iso2,admin,capital,population,population_proper
TAMLEUGH NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
UPOTIPOTPON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
VIOLET TOWN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BADDAGINNIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TARNOOK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WARRENBAYNE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BENALLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BENALLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BENALLA WEST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BENALLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BROKEN CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GOOMALIBEE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KILFEERA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAKE MOKOAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LIMA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LIMA EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LIMA SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LURG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOLYULLAH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOORNGAG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SAMARIA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SWANPOOL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TATONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
UPOTIPOTPON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
UPPER LURG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
UPPER RYANS CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WINTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WINTON NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BOWEYA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BOWEYA NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENROWAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENROWAN WEST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GRETA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GRETA SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GRETA WEST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HANSONVILLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT BRUNO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TAMINICK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WANGARATTA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
APPIN PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WANGARATTA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WANGARATTA WEST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YARRUNGA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BOBINAWARRAH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BOORHAMAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BOORHAMAN EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BOWSER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BYAWATHA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CARBOOR,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CHESHUNT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CHESHUNT SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DOCKER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DOCKERS PLAINS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EAST WANGARATTA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EDI,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EDI UPPER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EVERTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EVERTON UPPER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KILLAWARRA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KING VALLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LACEBY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LONDRIGAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MARKWOOD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MEADOW CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MILAWA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NORTH WANGARATTA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
OXLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
OXLEY FLATS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PEECHELBA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PEECHELBA EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ROSE RIVER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TARRAWINGEE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WABONGA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WALDARA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WANGANDARY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WANGARATTA FORWARD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WANGARATTA SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WHITLANDS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BORALMA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LILLIPUT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NORONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SPRINGHURST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CHILTERN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CHILTERN VALLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CORNISHTOWN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
INDIGO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BOORHAMAN NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BRIMIN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BROWNS PLAINS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CARLYLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DUGAYS BRIDGE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GOORAMADDA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GREAT SOUTHERN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAKE MOODEMERE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NORONG CENTRAL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PRENTICE NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
RUTHERGLEN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CARLYLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WAHGUNYAH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BARNAWARTHA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BARNAWARTHA NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
INDIGO UPPER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
INDIGO VALLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WODONGA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WEST WODONGA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WODONGA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WODONGA PLAZA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ALLANS FLAT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BANDIANA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BARANDUDA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BARNAWARTHA NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BELLBRIDGE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BERRINGAMA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BETHANGA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BONEGILLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BUNGIL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CASTLE CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CORAL BANK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DEDERANG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EBDEN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GATEWAY ISLAND,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLEN CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GUNDOWRING,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HUME WEIR,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HUON CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KANCOONA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KANCOONA SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KERGUNYAH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KERGUNYAH SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KIEWA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KILLARA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAKE HUME VILLAGE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LENEVA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LONE PINE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LUCYVALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MONGANS BRIDGE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT ALFRED,-37.813938,144.963425,Australia,AU,Victoria,admin,,
OSBORNES FLAT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
RUNNING CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
STAGHORN FLAT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TALGARNO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TANGAMBALANGA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
THOLOGOLONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
UPPER GUNDOWRING,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WODONGA FORWARD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BANDIANA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BANDIANA MILPO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CHARLEROI,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HUON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
RED BLUFF,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SANDY CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TAWONGA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TAWONGA SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BOGONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FALLS CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT BEAUTY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NELSE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BULLIOH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GEORGES CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
JARVIS CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TALLANGATTA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TALLANGATTA EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DARTMOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ESKDALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FERNVALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GRANITE FLAT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GRANYA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MITTA MITTA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
OLD TALLANGATTA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SHELLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TALLANDOON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TALLANGATTA SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TALLANGATTA VALLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KOETONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CUDGEWA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NARIEL VALLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BIGGARA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BRINGENBRONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COLAC COLAC,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CORRYONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NARIEL VALLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
THOWGLA VALLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TOM GROGGIN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TOWONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TOWONG UPPER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TINTALDRA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BURROWYE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GUYS FOREST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT ALFRED,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PINE MOUNTAIN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WALWA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BUXTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
RUBICON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
THORNTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EILDON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAKE EILDON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TAYLOR BAY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ACHERON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ALEXANDRA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CATHKIN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CRYSTAL CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DEVILS RIVER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FAWCETT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KORIELLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MAINTONGOON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TAGGERTY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WHANREGARWEN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ANCONA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MERTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WOODFIELD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FLOWERDALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GHIN GHIN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENBURN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HOMEWOOD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KILLINGWORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LIMESTONE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MURRINDINDI,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YEA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOLESWORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GOBUR,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KANUMBRA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TERIP TERIP,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YARCK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BONNIE DOON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BARWITE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MANSFIELD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MIRIMBAH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ARCHERTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BARJARG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BOOROLITE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BRIDGE CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DELATITE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ENOCHS POINT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GAFFNEYS CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GOUGHS BAY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HOWES CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HOWQUA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HOWQUA HILLS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HOWQUA INLET,-37.813938,144.963425,Australia,AU,Victoria,admin,,
JAMIESON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KEVINGTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KNOCKWOOD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MACS COVE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MAINDAMPLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MATLOCK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MERRIJIG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT BULLER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNTAIN BAY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NILLAHCOOTIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PIRIES,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SAWMILL SETTLEMENT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TOLMIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WOODS POINT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MANSFIELD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BOXWOOD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CHESNEY VALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GOORAMBAT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MAJOR PLAINS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
STEWARTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BUNGEET,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BUNGEET WEST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DEVENISH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
THOONA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ALMONDS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAKE ROWAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PELLUEBLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ST JAMES,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WAGGARANDALL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YUNDOOL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BOOMAHNOOMOONAH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TUNGAMAH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WILBY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YOUARANG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BATHUMI,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BOOSEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BUNDALONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BUNDALONG SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BURRAMINE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BURRAMINE SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ESMOND,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TELFORD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YARRAWONGA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YARRAWONGA SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOYHU,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MYRRHEE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WHITFIELD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BOWMANS FOREST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WHOROULY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WHOROULY EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WHOROULY SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MYRTLEFORD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ABBEYARD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BARWIDGEE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BUFFALO RIVER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DANDONGADALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GAPSTED,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HAVILAH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HAVILLAH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MERRIANG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MERRIANG SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MUDGEGONGA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MYRTLEFORD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NUG NUG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ROSEWHITE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SELWYN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WONNANGATTA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
OVENS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EUROBIN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BUCKLAND,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT BUFFALO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
POREPUNKAH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BRIGHT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FREEBURGH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GERMANTOWN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HARRIETVILLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HOTHAM HEIGHTS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT HOTHAM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SMOKO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WANDILIGONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ELDORADO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BAARMUTHA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BEECHWORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HURDLE FLAT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MURMUNGEE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SILVER CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
STANLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WOOLSHED,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WOORAGEE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BRUARONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YACKANDANDAH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WOLLERT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WOODSTOCK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MORANG SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SOUTH MORANG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BEVERIDGE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DOREEN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MERNDA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YAN YEAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CHINTIN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DARRAWEIT GUIM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HIDDEN VALLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
UPPER PLENTY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WALLAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WALLAN EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BRUCES CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EDEN PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HUMEVALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KINGLAKE CENTRAL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KINGLAKE WEST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PHEASANT CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WHITTLESEA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HEATHCOTE JUNCTION,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WANDONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PANTON HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SMITHS GULLY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ST ANDREWS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BYLANDS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KINGLAKE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT SLIDE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FORBES,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENAROUA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HIGH CAMP,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KILMORE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KILMORE EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MORANDING,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TANTARABOO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WILLOWMAVIN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MONTROSE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KALORAMA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT DANDENONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COLDSTREAM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GRUYERE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YERING,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CHRISTMAS HILLS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DIXONS CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
STEELS CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TARRAWARRA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YARRA GLEN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BADGER CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CASTELLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
